titulo,empresa,ubicacion,salario,tipo_contrato,skills,busqueda,modalidad,ciudad,salario_min,salario_max,salario_medio,es_outlier
senior crm manager (lifecylce & retention),padelproshop,madrid/villanueva del pardillo - madrid españa,36.000€ - 42.000€ b/a,indefinido,"crm, ctr",base-datos,No especificado,madrid/villanueva del pardillo - madrid españa,36000.0,42000.0,39000.0,False
técnico/a de sistemas y soporte it,bujarkay,jaén (presencial),,indefinido,"windows, microsoft 365, tcp/ip",base-datos,Presencial,jaén,,,,False
administrador/ora db2 z/os senior,baoss,barcelona - españa,,indefinido,"z/os, db2",base-datos,No especificado,barcelona,,,,False
ia engineer,michael page,madrid - españa,39.000€ - 54.000€ b/a,temporal,"python, openai",base-datos,No especificado,madrid,39000.0,54000.0,46500.0,False
ingeniero de migraciones,hays,barcelona (híbrido),,a determinar,"oracle, db2, etl",base-datos,Híbrido,barcelona,,,,False
técnico soporte sql,page personnel,barcelona (híbrido),,indefinido,"sql, jira",base-datos,Híbrido,barcelona,,,,False
pm transformación digital data,michael page,madrid - españa,42.000€ - 45.000€ b/a,indefinido,"data governance, power bi",base-datos,No especificado,madrid,42000.0,45000.0,43500.0,False
big data ia researcher developer (remoto),zylk,100% en remoto,,indefinido,"big data, linux, hadoop",big-data,En Remoto,100% en remoto,,,,False
ingeniero/a de datos e ia (inglés alto),cas training,alcobendas - madrid (híbrido),39.000€ - 45.000€ b/a,indefinido,"copilot, gemini enterprises, dama",big-data,Híbrido,alcobendas - madrid,39000.0,45000.0,42000.0,False
senior ibm cognos / planning analytics (tm1),globalsysinfo,100% en remoto,30.000€ - 54.000€ b/a,indefinido,"ibm planning analytics, tm1, cognos",big-data,En Remoto,100% en remoto,30000.0,54000.0,42000.0,False
ingeniero de datos - reporting regulatorio,cajamar tecnología,almería (híbrido),,indefinido,"sql, etl",big-data,Híbrido,almería,,,,False
analista de datos,cajamar tecnología,almería (híbrido),,indefinido,"sql, python, r",big-data,Híbrido,almería,,,,False
technical data engineering specialist,airbus,madrid - españa,,indefinido,"python, google suite, catia",big-data,No especificado,madrid,,,,False
big data developer,ust,100% en remoto,,indefinido,"java, pl/sql, javascript",big-data,En Remoto,100% en remoto,,,,False
senior data consultant,michael page,barcelona - españa,,indefinido,data,big-data,No especificado,barcelona,,,,False
senior python etl developer (remote),plexus,100% en remoto,,indefinido,"python, etl, pyspark",big-data,En Remoto,100% en remoto,,,,False
data engineers,panel sistemas informáticos,100% en remoto,,indefinido,"spark, scala, python",big-data,En Remoto,100% en remoto,,,,False
consultor/a powercenter,baoss,100% en remoto,24.000€ - 36.000€ b/a,indefinido,"powercenter, qlikview, etl",big-data,En Remoto,100% en remoto,24000.0,36000.0,30000.0,False
manager de cloud & it services,serem,madrid (híbrido),,indefinido,"cloud, aws, azure",cloud,Híbrido,madrid,,,,False
desarrollador node.js / angular / cloud native,panel sistemas informáticos,100% en remoto,,indefinido,"expressjs, nodejs, typescript",cloud,En Remoto,100% en remoto,,,,False
salesforce commerce cloud - funcional,hays,100% en remoto,,a determinar,"salesforce commerce cloud, sfcc, javascript",cloud,En Remoto,100% en remoto,,,,False
salesforce commerce cloud - técnico,hays,100% en remoto,,a determinar,"salesforce commerce cloud, sfcc script, html",cloud,En Remoto,100% en remoto,,,,False
qa canales asistidos (genesys cloud /chat/chatbot),panel sistemas informáticos,100% en remoto,,indefinido,"branch, teller, contact center",cloud,En Remoto,100% en remoto,,,,False
infrastructure & operations cloud architect,panel sistemas informáticos,100% en remoto,,indefinido,"aws, controltower, iam",cloud,En Remoto,100% en remoto,,,,False
"consultor/a - iso/iec 27001, redes, iam, cloud.",baoss,madrid - españa,,indefinido,"iso/iec 27001, ens, redes",cloud,No especificado,madrid,,,,False
cloud & on-prem engineer,wayops,madrid - españa,,indefinido,"aws, terraform, cloudformation",cloud,No especificado,madrid,,,,False
ai architect (cloud technologies),deloitte,madrid - españa,,indefinido,"google cloud, vertex ai, bigquery",cloud,No especificado,madrid,,,,False
salesforce marketing cloud engineer,feverup,madrid (híbrido),,indefinido,salesforce marketing cloud,cloud,Híbrido,madrid,,,,False
google cloud devops engineer,devoteam,madrid - españa,,indefinido,"google cloud, iac, terraform",cloud,No especificado,madrid,,,,False
salesforce marketing cloud consultant,accenture,madrid - españa,,indefinido,salesforce marketing cloud,cloud,No especificado,madrid,,,,False
ingeniero/a cloud (remoto),alcorce telecomunicaciones,100% en remoto,,indefinido,"cloud, aws, azure",cloud,En Remoto,100% en remoto,,,,False
ingeniero/a de seguridad cloud,grupo sia,100% en remoto,,indefinido,"cloud, seguridad, unix",cloud,En Remoto,100% en remoto,,,,False
tech lead crm & marketing automation,baoss,madrid (híbrido),,indefinido,"salesforce marketing cloud, crm",cloud,Híbrido,madrid,,,,False
analista funcional backoffice - tolling,cmv consultores,100% en remoto,,indefinido,"microservicios, cloud, api",cloud,En Remoto,100% en remoto,,,,False
senior consultant / it manager,plexus,madrid - españa,,indefinido,"finops, cloud",cloud,No especificado,madrid,,,,False
salesforce manager,michael page,barcelona (híbrido),,indefinido,"salesforce, sales cloud, service cloud",cloud,Híbrido,barcelona,,,,False
emea crm senior manager - pagegroup ssc,michael page,barcelona (híbrido),,indefinido,salesforce marketing cloud,cloud,Híbrido,barcelona,,,,False
director/a it (compañía sw industrial),michael page,valencia - españa,,indefinido,"plc, siemens, hmi",cloud,No especificado,valencia,,,,False
emea crm senior manager - pagegroup ssc,page personnel,barcelona (híbrido),,indefinido,salesforce marketing cloud,cloud,Híbrido,barcelona,,,,False
jefe/a de proyecto sistemas,digital talent agency,asturias (híbrido),,indefinido,"sistemas, cloud",cloud,Híbrido,asturias,,,,False
comercial it,hays,bizkaia (híbrido),,indefinido,"cloud, ciberseguridad, redes",cloud,Híbrido,bizkaia,,,,False
administrador/a de sistemas,sosmatic,loeches - madrid (presencial),,indefinido,"windows, linux, nagios",cloud,Presencial,loeches - madrid,,,,False
kafka engineer,baoss,madrid (híbrido),,indefinido,"kafk, apis, cloud",cloud,Híbrido,madrid,,,,False
backend developers - node.js,baoss,madrid - españa,,indefinido,"nodejs, sinon, chai",cloud,No especificado,madrid,,,,False
técnico/a infraestructura,inkoova,madrid (presencial),,indefinido,"cpds, redes, sistemas",cloud,Presencial,madrid,,,,False
responsable it,hays,navarra - españa,,indefinido,"erp, crm, cloud",cloud,No especificado,navarra,,,,False
technical lead,,alicante (híbrido),45.000€ - 48.000€ b/a,indefinido,"gravitee, wso2, aws",cloud,Híbrido,alicante,45000.0,48000.0,46500.0,False
analista programador oracle ebs y apex,sedecal,algete - madrid (híbrido),45.000€ - 54.000€ b/a,indefinido,"oracle, apex, oracle forms",cloud,Híbrido,algete - madrid,45000.0,54000.0,49500.0,False
arquitecto de soluciones bbva,panel sistemas informáticos,100% en remoto,,indefinido,"microservicios, java, spring boot",cloud,En Remoto,100% en remoto,,,,False
tech risk it auditor (german speaker),ey,málaga - españa,,indefinido,"sap, oracle, dynamics",cloud,No especificado,málaga,,,,False
"data, analytics & ai",accenture,a coruña - españa,,indefinido,"data, big data, cloud",cloud,No especificado,a coruña,,,,False
devops engineer,deloitte,madrid - españa,,indefinido,"terraform, cloudformation, jenkins",cloud,No especificado,madrid,,,,False
functional lead oracle fusion,accenture,málaga - españa,,indefinido,"oracle fusion cloud, oracle cloud, oracle ppm",cloud,No especificado,málaga,,,,False
sap bi/bw and sac analytics cloud consultant,ey,málaga (híbrido),,indefinido,"sap, hana",cloud,Híbrido,málaga,,,,False
cloud operations engineer,michael page,barcelona - españa,,indefinido,"azure, vmware, terraform",cloud,No especificado,barcelona,,,,False
sap basis consultant sap rise & cloud,grupo digital,100% en remoto,,indefinido,"sap basis, sap rise, hana",cloud,En Remoto,100% en remoto,,,,False
mobile developer (java/kotlin),hays,barcelona (híbrido),,indefinido,"java, kotlin, swift",mobile,Híbrido,barcelona,,,,False
senior mobile engineer (f/m/d),axpo group,madrid (híbrido),,indefinido,"react, typescript, html5",mobile,Híbrido,madrid,,,,False
senior software engineer - mobile,factorial,barcelona - españa,,indefinido,react,mobile,No especificado,barcelona,,,,False
senior qa automation engineer,seltime,100% en remoto,,indefinido,"java, selenium, appium",mobile,En Remoto,100% en remoto,,,,False
developer android/ios - technical product owner,plexus,madrid (híbrido),,indefinido,"android, ios",mobile,Híbrido,madrid,,,,False
android develper,hays,barcelona - españa,,indefinido,"android, kotlin, java",mobile,No especificado,barcelona,,,,False
java backend developer,upify,acalá de henares - madrid españa,,indefinido,"java, servlets, spring",mobile,No especificado,acalá de henares - madrid españa,,,,False
android engineer - platform,wallapop,barcelona - españa,,indefinido,"kotlin, android",mobile,No especificado,barcelona,,,,False
technical product owner (banca),ust,100% en remoto,,indefinido,"agile, api, jira",mobile,En Remoto,100% en remoto,,,,False
senior frontend engineer,feverup,madrid - españa,,indefinido,python,mobile,No especificado,madrid,,,,False
software/engineer manager,plexus,100% en remoto,,indefinido,"ios, android",mobile,En Remoto,100% en remoto,,,,False
software development engineer,amazon,madrid - españa,,indefinido,"react native, java, react",mobile,No especificado,madrid,,,,False
global head of omnichannel platforms,michael page,madrid - españa,,indefinido,marketing,mobile,No especificado,madrid,,,,False
senior test engineer (f/m/d),axpo group,madrid (híbrido),,indefinido,"react, typescript, java",mobile,Híbrido,madrid,,,,False
cyber security analyst,cognizant technology solutions,barcelona (híbrido),,indefinido,ciberseguridad,mobile,Híbrido,barcelona,,,,False
ios (swift) developer,hays,valencia (híbrido),39.000€ - 48.000€ b/a,indefinido,"ios, swift, git",mobile,Híbrido,valencia,39000.0,48000.0,43500.0,False
becas verano ingeniería aeroespacial 2026,gmv,madrid (híbrido),,prácticas,"software, algoritmos, guiado",software,Híbrido,madrid,,,,False
técnico/a cau,grupo sermicro,villamayor - salamanca (híbrido),,a determinar,"software, hardware, ticketing",software,Híbrido,villamayor - salamanca,,,,False
help desk 100% remoto / catalán bilingüe,pss,100% en remoto,16.000€ - 18.000€ b/a,indefinido,"windows, redes, hardware",software,En Remoto,100% en remoto,16000.0,18000.0,17000.0,False
coordinador/a informática,grupo sermicro,ceuta (presencial),,a determinar,"hardware, software",software,Presencial,ceuta,,,,False
técnico/a microinformático/a,the adecco group,sant cugat del vallès - barcelona españa,,temporal,"microinformática, software, hardware",software,No especificado,sant cugat del vallès - barcelona españa,,,,False
software engineer - cobol / db2,cmv consultores,100% en remoto,30.000€ - 45.000€ b/a,indefinido,"cobol, db2, sql",software,En Remoto,100% en remoto,30000.0,45000.0,37500.0,False
ingeniero de software embebido,sedecal,algete - madrid (híbrido),42.000€ - 54.000€ b/a,indefinido,"c, c++, microcontroladores",software,Híbrido,algete - madrid,42000.0,54000.0,48000.0,False
software engineer (node.js),michael page,100% en remoto,33.000€ - 54.000€ b/a,indefinido,"node, api, python",software,En Remoto,100% en remoto,33000.0,54000.0,43500.0,False
ingeniero/a de software embebido,gmv,madrid (híbrido),,indefinido,"xilinx, mpsoc, fpga",software,Híbrido,madrid,,,,False
software engineer (python / angular),ey,málaga - españa,,indefinido,"python, node.js, angular",software,No especificado,málaga,,,,False
ingeniero/a de software (java),gmv,madrid (híbrido),,indefinido,"java, git, unix",software,Híbrido,madrid,,,,False
software engineer java | teletrabajo,knowmad mood,100% en remoto,,indefinido,"java, spring",software,En Remoto,100% en remoto,,,,False
aerial delivery software engineer,airbus,madrid (híbrido),,indefinido,"c, c++, rtca",software,Híbrido,madrid,,,,False
ingeniero/a de software embebido c/c++,gmv,madrid (híbrido),,indefinido,"c, c++, python",software,Híbrido,madrid,,,,False
ingeniero/a software c++ simuladores,gmv,madrid (híbrido),,indefinido,"c++, linux, uml",software,Híbrido,madrid,,,,False
ingeniero de software .net,sedecal,algete - madrid (híbrido),48.000€ - 54.000€ b/a,indefinido,".net, c#, azure",software,Híbrido,algete - madrid,48000.0,54000.0,51000.0,False
software developer java + php,knowmad mood,100% en remoto,,indefinido,"java, spring, php",software,En Remoto,100% en remoto,,,,False
desarrollador/a de software .net senior,knowmad mood,100% en remoto,,indefinido,".net, c#, .net core",software,En Remoto,100% en remoto,,,,False
simulation software engineer - eurofighter flight,airbus,madrid - españa,,indefinido,"c++, ada, qml",software,No especificado,madrid,,,,False
embedded software engineer,airbus,madrid - españa,,indefinido,"c, c++, ada",software,No especificado,madrid,,,,False
software development manager,amazon,madrid - españa,,indefinido,"bedrock, sagemaker",software,No especificado,madrid,,,,False
senior software engineer - linux kernel / gpu,datadog,madrid - españa,,indefinido,"linux, gpu",software,No especificado,madrid,,,,False
senior software engineer (ruby/ror),workato,barcelona - españa,,indefinido,ruby,software,No especificado,barcelona,,,,False
"software engineer, python",bitpanda,barcelona - españa,,indefinido,"python, fastapi",software,No especificado,barcelona,,,,False
"software development engineer, rbks dso eu",amazon,madrid - españa,,indefinido,"microservices, testing, generative ai",software,No especificado,madrid,,,,False
software engineer java + elasticsearch,knowmad mood,100% en remoto,,indefinido,"java, elasticsearch, spring",software,En Remoto,100% en remoto,,,,False
senior software engineer backend (java/kotlin),aubay,barcelona (híbrido),,indefinido,"java, kotlin, spring",software,Híbrido,barcelona,,,,False
ingeniero/a de software de ia,gmv,madrid (híbrido),,indefinido,"inteligencia artificial, ia, llm",software,Híbrido,madrid,,,,False
software requirements and test engineer,airbus,madrid - españa,,indefinido,"c, c++, ada",software,No especificado,madrid,,,,False
senior software engineer for eurodrone offboard,airbus,madrid (híbrido),,indefinido,"python, c++, java",software,Híbrido,madrid,,,,False
responsable software factory,accuro technology,las rozas - madrid (híbrido),42.000€ - 48.000€ b/a,indefinido,"microsoft, java",software,Híbrido,las rozas - madrid,42000.0,48000.0,45000.0,False
ingeniero/a de software embarcado,gmv,madrid (híbrido),,indefinido,"c, c++, svf",software,Híbrido,madrid,,,,False
desarrollador de software .net,gmv,madrid (híbrido),,indefinido,".net, c#, api",software,Híbrido,madrid,,,,False
ingeniero/a software de python,gmv,madrid (híbrido),,indefinido,"python, fortran, javascript",software,Híbrido,madrid,,,,False
international software manager,michael page,valencia (híbrido),,indefinido,c++,software,Híbrido,valencia,,,,False
software engineer team lead - tech,cdmon,malgrat de mar - barcelona (híbrido),48.000€ - 72.000€ b/a,indefinido,"php, laravel, go",software,Híbrido,malgrat de mar - barcelona,48000.0,72000.0,60000.0,False
software engineer java - sector bancario,knowmad mood,100% en remoto,,indefinido,"java, spring",software,En Remoto,100% en remoto,,,,False
ingeniero/a software - python flight dynamics,gmv,madrid (híbrido),,indefinido,"python, fortran, javascript",software,Híbrido,madrid,,,,False
software engineer python - lynx,santander,madrid - españa,,indefinido,"python, sql",software,No especificado,madrid,,,,False
programador/a software embebido,hays,málaga (presencial),,indefinido,"c#, c, c++",software,Presencial,málaga,,,,False
responsable técnico de software java,indra,torrejón de ardoz - madrid (híbrido),,indefinido,"angular, java",software,Híbrido,torrejón de ardoz - madrid,,,,False
"sr. software dev engineer, books search",amazon,madrid - españa,,indefinido,"java, c++, c#",software,No especificado,madrid,,,,False
ia software engineer,aubay,barcelona (híbrido),,indefinido,"python, react, llms",software,Híbrido,barcelona,,,,False
software developer java y react,baoss,sevilla - españa,,indefinido,"java, react, spring",software,No especificado,sevilla,,,,False
desarrollador/a c# .net,sopra steria,barcelona - españa,,indefinido,".net, c#, web api",web,No especificado,barcelona,,,,False
"desarrollador senior (.net, angular/react)",gmv,madrid (híbrido),,indefinido,".net, angular, react",web,Híbrido,madrid,,,,False
desarrollador asp.net core (razor),avalon cloud,palma de mallorca - baleares (híbrido),,indefinido,"asp.net core, razor pages, c#",web,Híbrido,palma de mallorca - baleares,,,,False
go developer,hays,barcelona (híbrido),30.000€ - 36.000€ b/a,indefinido,"go, java, web services",web,Híbrido,barcelona,30000.0,36000.0,33000.0,False
desarrollador/a back-end java,seidorcons,barcelona - españa,,indefinido,"java, spring, webflux",web,No especificado,barcelona,,,,False
senior qa automation engineer (java),epam,madrid - españa,,indefinido,"qa, selenium, webdriver",web,No especificado,madrid,,,,False
"platform engineer (devops, cloud)",cib labs,100% en remoto,,indefinido,"kubernetes, amazon web services, linux",web,En Remoto,100% en remoto,,,,False
arquitecto técnico sailpoint,grupo sia,100% en remoto,,indefinido,"iam, novell identity manager, sailpoint",web,En Remoto,100% en remoto,,,,False
senior sdet web (typescript),panel sistemas informáticos,100% en remoto,,indefinido,"typescript, selenium, playwright",web,En Remoto,100% en remoto,,,,False
"php, angular web analyst",plexus,madrid - españa,,indefinido,"php, angular",web,No especificado,madrid,,,,False
sem & performance marketing specialist,social you,100% en remoto,27.000€ - 33.000€ b/a,indefinido,"google ads, sem, ga4",web,En Remoto,100% en remoto,27000.0,33000.0,30000.0,False
sap analytics consultant,accenture,madrid - españa,,indefinido,"sap, sap bw",web,No especificado,madrid,,,,False
analista funcional moodle,baoss,sevilla - españa,,indefinido,moodle,web,No especificado,sevilla,,,,False
frontend developer (react / next.js),knowmad mood,100% en remoto,,indefinido,"react, javascript, next",web,En Remoto,100% en remoto,,,,False
salesforce developer,gfr technologies se,barcelona - españa,,indefinido,"salesforce, apex",web,No especificado,barcelona,,,,False
product marketing manager,michael page,zaragoza - españa,,indefinido,"seo, sem, marketing",web,No especificado,zaragoza,,,,False
product manager digital (banca / pagos),grupo digital,barcelona (híbrido),,indefinido,"product manager, jira, confluence",web,Híbrido,barcelona,,,,False
desarrollador/a .net (angular + entity framework),arelance,madrid (presencial),,indefinido,".net, angular, entity framework",web,Presencial,madrid,,,,False
programador/a .net,inzacard,zaragoza,,indefinido,".net, vb.net, sql server",web,No especificado,zaragoza,,,,False
desarrollador,gisgal,a coruña (presencial),24.000€ - 36.000€ b/a,indefinido,"javascript, node.js, react",web,Presencial,a coruña,24000.0,36000.0,30000.0,False
